id_discharge,target,formula_discharge
mp-1045827,326.19524861859134,Ba2ZnFe2CuF14
mp-1045836,321.90004265724656,Ba2MgFe2CuF14
mp-1045862,320.7279629479113,Ba2ZnCr2CuF14
mp-1045870,333.19212761319744,Ba2MgCr2CuF14
mp-1045917,361.3700100463111,MgP4WO12
mp-1046027,596.1074111342493,Ba2AlTlSn2O7
mvc-2603,613.9531737132344,CaV5O7
mvc-2562,636.4987688723486,V5ZnO7
mvc-2582,571.1464292218343,Ba2YTlSn2O7
mp-1046077,719.2914616557066,Sr2YCr2GaO7
mvc-2601,659.2819917256528,CaCo5O7
mvc-2591,727.4036141066401,ZnCo5O7
mp-1046089,1159.710538735392,Mg2Ta2CrO8
mp-1046096,551.6479507385781,SrMgTi(PO4)2
mp-1046112,1142.8242227531289,Ta2Zn2CrO8
mp-1046114,538.9792374483262,SrTiZn(PO4)2
mp-1046151,489.3578165831614,SrMgSn(PO4)2
mp-1046275,731.5916734470658,Sr2YCu2SbO7
mp-1046217,519.8346822129879,SrCaTi(PO4)2
mp-1046242,473.5543186983694,SrCaSn(PO4)2
mp-1046206,492.676593394392,SrZnSn(PO4)2
mp-1046186,730.3856059422321,Sr2YCu2SnO7
mp-1046309,815.0216637957975,Mg4Sn5(TeO6)3
mp-1046226,719.1990967230695,Sr2YCu2BiO7
mp-1046305,713.4444276586871,Sr2YTaCu2O7
mp-1046349,690.733587964799,Ba2AlTlFe2O7
mp-1046351,655.1624092746869,Ba2YTlFe2O7
mp-1046344,884.3951224036632,Ba2Mg3Tl2(CoO3)4
mp-1046353,687.4913673836791,Ba2YTlCo2O7
mp-1046389,591.916385199436,Ba2AlTlW2O7
mp-1046386,596.7804866136232,Ba2YTlW2O7
mp-1046354,537.279715713689,SrMgMn(PO4)2
mvc-2994,633.019828327802,Ba2YTlV2O7
mp-1046375,553.5510535455205,SrMgCo(PO4)2
mp-1046379,549.6019882730042,SrZnCo(PO4)2
mp-1046397,684.6787166998698,Ba2YTlNi2O7
mp-1046402,536.7285759278711,SrMnZn(PO4)2
mp-1046410,541.1881069331412,SrMgV(PO4)2
mp-1046412,564.3827190096448,SrMgNi(PO4)2
mp-1046414,548.6177675578672,SrMgCr(PO4)2
mp-1046419,525.1885563801279,SrCaCo(PO4)2
mp-1046434,512.5013224541501,SrCaV(PO4)2
mp-1046426,539.1587587007422,SrVZn(PO4)2
mp-1046422,543.6998829022366,SrZnCr(PO4)2
mp-1046437,530.0071820178399,SrCaNi(PO4)2
mp-1046441,509.3954038990967,SrCaMn(PO4)2
mp-1046443,545.7592932501514,SrZnFe(PO4)2
mp-1046445,551.9170082244726,SrMgFe(PO4)2
mp-1046446,511.04748500097054,SrCaCr(PO4)2
mp-1046474,629.5495599474253,Ba2Ca2Tl2Co3O10
mp-1046496,517.2397356525229,SrCaFe(PO4)2
mp-1046491,659.7533306102371,Ba2Mg2Tl2Co3O10
mp-1046499,558.3873037910761,Ba2Mg2Tl2W3O10
mp-1046507,647.6096214334038,Ba2Tl2Zn2Co3O10
mp-1046512,632.9407939626676,Ba2Ca2Tl2Ni3O10
mp-1046558,534.550734644622,Ba2Ca2Tl2W3O10
mp-1046565,751.1854092000752,Sr2YGaCo2O7
mp-1048637,400.7743101089955,Sr3CaCo2S2O5
mp-1048653,423.6548637264518,Sr3MgCo2S2O5
mp-1046616,735.0443396838074,Sr2YV2GaO7
mp-1048672,340.16836617333576,Sr4CaMn2(SO3)2
mp-1048650,345.36245337072853,Sr4CaCo2(SO3)2
mp-1048717,362.321842796436,Sr4MgCo2(SO3)2
mvc-12777,281.49067201494887,Mg(Mo3O8)2
mp-1048660,335.6879763668623,Sr4CaFe2(SO3)2
mp-1048638,352.4310692564156,Sr4MgFe2(SO3)2
mp-1048622,341.83202102035307,Sr4CaCr2(SO3)2
mp-1048620,358.95324338468123,Sr4MgCr2(SO3)2
mp-1046701,934.0777603618948,VZnPO5
mp-32409,504.6782894574273,LiVPO5
mp-1147744,478.0439990853471,Li2VPO5
mp-1117592,974.9071014297708,MgVPO5
mp-1046772,674.89430811814,Sr2YGaW2O7
mp-1046779,786.0278912325748,Sr2AlGaCo2O7
mp-1046804,2125.503914891359,AlWO3
mvc-122,823.8542026395281,Ba2Ca3Tl2(CoO3)4
mp-1048339,874.3225696793353,Ba2Tl2Zn3(CoO3)4
mp-1046824,760.2944295826904,Sr2YAlCo2O7
mp-1046855,751.862699256146,Ca(SbO2)2
mp-1047267,875.9667687531056,Mg(SnO2)2
mp-1046875,712.8695551041652,Ca(BiO2)2
mp-1046883,788.814937640005,Mg(BiO2)2
mp-1046893,352.00115166947296,BaMg(BiO2)4
mp-1046897,380.4570777508489,BaMg(SbO2)4
mp-1046916,470.61435776870223,BaMgTi4O8
mp-1046922,343.9695190373394,BaTi4ZnO8
mp-1048352,839.7316807061867,Ba2Ca3Tl2(NiO3)4
mvc-132,914.2293166410102,Ba2Mg3Tl2(NiO3)4
mvc-248,686.4298813770149,Ba2Ca3Tl2(WO3)4
mvc-129,763.7995886812371,Ba2Mg3Tl2(WO3)4
mp-1046956,351.0610239555719,BaZn(BiO2)4
mp-1046957,413.2350347459399,BaMg(SnO2)4
mp-1046970,379.6862324330685,BaZn(SbO2)4
mp-1046984,410.94407282212416,BaZn(SnO2)4
mp-1046986,426.1934336187887,BaCaTi4O8
mp-1047007,788.7901614766971,Ca(SnO2)2
mp-1047018,723.6336634755536,CaBiAsO5
mp-1047019,736.1552907273723,Sr2YAlFe2O7
mvc-5785,1540.6796962777928,Ca2CrIrO6
mvc-5777,1734.322612005422,Mg2CrIrO6
mp-1047071,717.1979119581431,Sr2YMn2GaO7
mp-1047093,356.1641586965918,BaCa(SbO2)4
mp-558881,1180.3722783887183,CaCr2O4
mp-764681,622.0022152063056,NaCr2O4
mp-1047131,328.9649789231378,BaCa(BiO2)4
mvc-5822,1462.7966725515,Ca2IrWO6
mvc-5786,1642.0793569311263,Mg2IrWO6
mvc-5781,1628.6379346966985,Zn2IrWO6
mp-1047389,387.79896397938745,BaCa(SnO2)4
mp-25690,1148.6488039335932,Ca(FeO2)2
mvc-14378,1288.4729967873343,Mg(FeO2)2
mp-764628,592.9902880854733,Na(FeO2)2
mvc-12661,1293.5829309115725,Zn(FeO2)2
mp-1047315,849.0051220772712,Ca(SbO2)2
mp-1047303,955.9408074522852,Mg(SnO2)2
mp-1047341,798.5535290376673,Ca(BiO2)2
mp-1047361,723.0162823512536,Ba2YTi3O8
mvc-6573,884.6109084650689,Ca(SnO2)2
mp-1048547,1244.4489759050514,Zn(NiO2)2
mp-1047659,1251.6672955113984,MgMn2O4
mvc-5692,998.97615110668,Mg(MoO2)2
mp-1047835,694.4417941237207,Ba2YV3O8
mp-1047848,610.6160677852376,BaMgMoF7
mp-1047859,654.5230055574275,BaMgCrF7
mp-1047900,612.716719552894,BaMgWF7
mp-1047902,606.4650008016006,BaZnMoF7
mp-1047909,583.9667137012444,BaCaCrF7
mp-1047910,642.8362796775878,BaZnCrF7
mp-1047929,548.1514212480217,BaCaMoF7
mp-1047930,592.7947262049443,BaZnWF7
mp-1047958,544.1399408570788,BaCaWF7
mvc-12425,549.585307013455,MgTi2O4
mvc-12165,993.5497350566644,MgTiO2
mp-1048031,735.5538488121633,Sr2YTi2GaO7
mp-1048035,605.8195152220584,Ba2YSn3O7
mp-1048096,635.5024157764898,Ba2AlSn3O7
mp-1048103,751.1570469346901,Ba2Mn3AlO8
mp-1048108,817.9011420829727,BaTi4AlO7
mp-1048162,732.5714567193758,Ba2AlV3O8
mp-1048115,740.4308408881924,BaYCu4O7
mp-1048118,707.4979923519772,BaYTi4O7
mp-1048171,754.8339750607802,Ba2AlCr3O8
mp-1048131,742.8367554247347,Ba2YNi3O8
mp-1048138,655.6471215789664,Ba2YW3O8
mp-1048141,867.9675262016445,BaAlCu4O7
mp-1048143,659.5631219087585,Ba2AlW3O8
mp-1048153,740.0525455412137,Ba2AlFe3O8
mp-1048224,780.0827192801299,Ba2AlNi3O8
mp-1048252,359.9054937719049,Ba3Y5(NiO5)3
mp-1048280,1173.686622852174,Zn(CoO2)2
mp-1048316,739.8289887526271,Ba2YCo3O7
mvc-13104,376.3913247057526,Ca3Fe2(WO6)2
mp-1048319,744.6287774200675,Ba2Mn3AlO7
mp-1048321,699.983175481096,Ba2YMn3O7
mp-1048325,716.8650852713682,Ba2YCr3O7
mp-1048327,960.2152282891744,CaSnF4
mp-1048330,759.5868008300781,Ba2AlCr3O7
mp-763554,347.60723621335603,LiVP2O7
mp-1048345,804.4933985007109,BaAlV4O7
mp-1048346,751.5009515117886,Ba2AlV3O7
mp-1048359,819.0314694325601,BaAlFe4O7
mp-1048366,662.8340315231608,BaYMn4O7
mp-1048544,789.3808580807192,BaAlCr4O7
mp-1048386,686.0452411485409,BaYCr4O7
mp-1048379,709.1846715007337,Ba2YV3O7
mp-1048382,842.6093852110517,BaAlCo4O7
mp-850763,353.8777618505653,LiCrP2O7
mp-1048387,685.0361005185189,BaYFe4O7
mp-1048392,682.4962120774761,BaYV4O7
mp-762487,349.8415426386252,LiFeP2O7
mp-1048397,847.3918574879648,BaAlNi4O7
mp-1048406,731.929121697554,BaYNi4O7
mp-1048426,747.84690999492,Ba2YNi3O7
mp-1048433,750.59715999091,Ba2AlTlNi2O7
mp-1048458,771.6617217285842,BaMn4AlO7
mp-1048468,654.489315421505,Ba2YW3O7
mp-1048483,803.0206512752571,Ba2AlNi3O7
mvc-12584,561.5005331689504,V4ZnO8
mvc-12029,575.3237749937177,V2ZnO4
mvc-12579,936.3385442946238,VZnO2
mvc-15602,726.9277572092894,MgSbO3
mvc-15669,665.5708875261937,MgBiO3
mp-1048784,735.0116357152895,ZnBiF5
mp-1048837,1171.0491081794669,MgCr2O4
mp-1048838,1150.75508199521,Mg(FeO2)2
mp-1048868,1129.071358245493,MgMn2O4
mp-1048908,999.3610928393912,CaMn2O4
mp-1211945,478.10340153038425,K2C
mp-764762,572.7824853605737,Li(FeO2)2
mp-861555,692.659266209204,Na3(CoO2)5
mp-2624,2204.6456772365664,AlSb
mp-2074,1890.2941676226585,Li3Sb
mp-1196139,1765.3682762851734,Mg3Sb2
mp-1094564,2236.154403604899,Mg5Sb
mp-30337,7189.537531472448,Al5W
mp-1066029,525.412223077393,RbBi
mp-1185114,782.8797087751476,K3Re
mp-614013,179.15853529000802,CsSnI3
mp-1078650,482.36072269861074,LiLuSn2
mp-1080784,473.88033243550746,LiHoSn2
mp-1078515,472.5113839032792,LiTbSn2
mp-1080066,479.28524411509807,LiTmSn2
mp-1185377,699.8315073407746,LiMg2Ni
mp-1112580,518.7588043466803,Cs2LiNbF6
mp-1111109,604.2842266863373,K2LiNbF6
mp-1110637,653.2343425417573,Na2LiNbF6
mp-1110630,571.0205942449007,Rb2LiNbF6
mp-540570,612.3610919751425,MgVO3
mp-1079339,294.9336592569833,K2NaMnF6
mp-556538,71.00070247589849,Na8(CuO2)5
mp-1079427,272.1660774214219,Na2CuO2
mp-1223041,924.5218968809075,Li11(MoO2)12
mp-1080658,479.244322116397,LiErSn2
mp-1080847,3183.227349337164,Mg3SbN
mp-1091364,473.66300010004073,LiDySn2
mp-1185637,3749.57941073997,Mg149Sn
mp-865935,1201.8830263746245,Li2MgSn
mp-1094242,2516.9993648543527,Mg2Sn
mp-1094514,2916.2738647885685,Mg3Sn
mp-1094536,1218.1399981896004,Mg2Sb
mp-1185628,3809.4547362238695,Mg149Sb
mp-1094548,964.7481683248196,Mg3Sb
mp-1094941,1798.6052260593624,MgSb
mp-1094724,1924.1879360526789,Mg3Sb
mp-978294,1963.9861711230835,Mg3Sn
mp-1094676,2684.841253628679,Mg3Bi
mp-1094715,1757.964406678543,MgSb
mp-764358,786.5554167972069,LiFeF3
mp-1097086,87.79189236428171,Li2InSb
mp-1176726,561.2395936402464,LiFe3O4
mp-705961,497.8805493442391,Li5Mn12O24
mp-1097867,99.12321467629498,LiMn2O4
mp-565348,574.3384612570032,LiMnO2
mp-772059,270.9221316775367,Li5Mn4O8
mp-691164,261.7165198113811,Li3Mn2O4
mp-774082,679.0198768980399,Li(CoO2)2
mp-853240,642.2362423481857,LiCoO2
mp-1222660,531.1971646802842,Li2MgSb
mp-780214,400.1660558395615,Li4Mn3Cr3O12
mp-771869,599.1925545842676,Li2ZnFe(PO4)2
mp-1176553,200.8120947367674,LiV3OF11
mp-767940,985.2406057134745,Li2VF5
mp-853172,1099.0760145552513,Li2VF4
mp-763731,230.6214092079588,LiV3F10
mp-767617,564.1424935373659,LiVF4
mp-764712,530.4136369289741,Li2VF4
mp-767213,482.48610729665046,LiVPHO5
mp-778560,432.8480760354227,Li2VPHO5
mp-763528,199.2868692680129,LiV4(PO4)3
mp-765830,415.6108199061917,Li3VF5
mp-761302,599.0189475900365,Li2VNi(PO4)2
mp-782707,214.05849743627508,LiV4O5F7
mp-782712,616.5488382176676,Li3V4(OF3)3
mp-863858,275.70262021189507,Li4V2F9
mp-767778,435.8218945950297,Li2V3Si3O10
mp-765832,622.9354756971763,Li2V2OF6
mp-762604,385.5977877000184,Li8VFe7(PO4)12
mp-763475,334.0277129613773,Li2V3(P2O7)2
mp-773179,680.5693007556623,Li2TiCo3O8
mp-764391,341.5298185331651,Li3TiCo3O8
mp-773545,602.0134814966474,Li4Ti3Mn5O16
mp-765769,803.2508950912322,Li10Ti3Mn5O16
mp-761729,690.7564465330966,Li2VCo3O8
mp-1101478,156.55088866423478,NaLi5Fe2P2(CO7)2
mp-1101481,606.2657230664677,NaMn2O4
mp-684477,260.58297120188075,Li2Sb(PO3)5
mp-540121,205.9042081732015,LiMn6PO12
mp-762579,192.531437076952,Li2V2(PO4)3
mp-850900,187.96065088628043,Li3V2(PO4)3
mp-1176830,89.9324856282574,Li9V4(PO4)6
mp-1101500,149.95640615721973,LiNi2(PO3)5
